Time,Air Temperature (full resolution)
1640367600000,6.197
1640368200000,6.008
1640368800000,5.889
1640369400000,5.69
1640370000000,5.766
1640370600000,5.643
1640371200000,5.652
1640371800000,5.68
1640372400000,5.724
1640373000000,5.804
1640373600000,5.818
1640374200000,5.851
1640374800000,5.88
1640375400000,5.889
1640376000000,5.837
1640376600000,5.704
1640377200000,5.623
1640377800000,5.519
1640378400000,5.457
1640379000000,5.272
1640379600000,5.087
1640380200000,5.002
1640380800000,4.935
1640381400000,4.897
1640382000000,4.926
1640382600000,4.864
1640383200000,4.841
1640383800000,4.679
1640384400000,4.588
1640385000000,4.484
1640385600000,4.399
1640386200000,4.463
1640386800000,4.397
1640387400000,4.389
1640388000000,4.327
1640388600000,4.289
1640389200000,4.261
1640389800000,4.251
1640390400000,4.19
1640391000000,4.157
1640391600000,4.123
1640392200000,4.114
1640392800000,4.161
1640393400000,4.076
1640394000000,4.104
1640394600000,4.024
1640395200000,4.043
1640395800000,4.195
1640396400000,4.176
1640397000000,4.181
1640397600000,4.29
1640398200000,4.318
1640398800000,4.437
1640399400000,4.47
1640400000000,4.446
1640400600000,4.484
1640401200000,4.46
1640401800000,4.489
1640402400000,4.494
1640403000000,4.617
1640403600000,4.689
1640404200000,4.746
1640404800000,4.888
1640405400000,4.669
1640406000000,4.613
1640406600000,4.57
1640407200000,4.641
1640407800000,4.732
1640408400000,4.836
1640409000000,4.845
1640409600000,4.822
1640410200000,4.807
1640410800000,4.736
1640411400000,4.711
1640412000000,4.712
1640412600000,4.631
1640413200000,4.555
1640413800000,4.437
1640414400000,4.361
1640415000000,4.208
1640415600000,4.038
1640416200000,4.047
1640416800000,3.934
1640417400000,3.934
1640418000000,3.819
1640418600000,3.744
1640419200000,3.663
1640419800000,3.568
1640420400000,3.478
1640421000000,3.469
1640421600000,3.384
1640422200000,3.375
1640422800000,3.397
1640423400000,3.35
1640424000000,3.298
1640424600000,3.281
1640425200000,3.252
1640425800000,3.229
1640426400000,3.383
1640427000000,3.465
1640427600000,3.449
1640428200000,3.456
1640428800000,3.515
1640429400000,3.64
1640430000000,3.615
1640430600000,3.278
1640431200000,3.241
1640431800000,3.188
1640432400000,3.093
1640433000000,3.246
1640433600000,3.59
1640434200000,3.732
1640434800000,3.825
1640435400000,3.867
1640436000000,3.919
1640436600000,3.781
1640437200000,3.473
1640437800000,3.602
1640438400000,3.681
1640439000000,3.406
1640439600000,3.202
1640440200000,3.103
1640440800000,2.951
1640441400000,2.885
1640442000000,2.907
1640442600000,2.815
1640443200000,2.833
1640443800000,2.74
1640444400000,2.641
1640445000000,2.57
1640445600000,2.452
1640446200000,2.419
1640446800000,2.399
1640447400000,2.276
1640448000000,2.238
1640448600000,2.191
1640449200000,2.2
1640449800000,2.304
1640450400000,2.262
1640451000000,2.435
1640451600000,2.426
1640452200000,2.434
1640452800000,2.528
1640453400000,2.533
1640454000000,2.532
1640454600000,2.542
1640455200000,2.423
1640455800000,2.457
1640456400000,2.433
1640457000000,2.49
1640457600000,2.452
1640458200000,2.314
1640458800000,2.31
1640459400000,2.324
1640460000000,2.243
1640460600000,2.385
1640461200000,2.456
1640461800000,2.395
1640462400000,2.49
1640463000000,2.508
1640463600000,2.41
1640464200000,2.523
1640464800000,2.347
1640465400000,2.347
1640466000000,2.381
1640466600000,2.466
1640467200000,2.48
1640467800000,2.495
1640468400000,2.518
1640469000000,2.471
1640469600000,2.561
1640470200000,2.57
1640470800000,2.39
1640471400000,2.352
1640472000000,2.21
1640472600000,2.086
1640473200000,2.115
1640473800000,2.196
1640474400000,2.114
1640475000000,1.977
1640475600000,1.818
1640476200000,1.704
1640476800000,1.419
1640477400000,1.497
1640478000000,1.478
1640478600000,1.502
1640479200000,1.502
1640479800000,1.506
1640480400000,1.544
1640481000000,1.578
1640481600000,1.658
1640482200000,1.687
1640482800000,1.639
1640483400000,1.62
1640484000000,1.601
1640484600000,1.639
1640485200000,1.635
1640485800000,1.639
1640486400000,1.649
1640487000000,1.64
1640487600000,1.744
1640488200000,1.668
1640488800000,1.649
1640489400000,1.663
1640490000000,1.725
1640490600000,1.791
1640491200000,1.667
1640491800000,1.659
1640492400000,1.715
1640493000000,1.706
1640493600000,1.663
1640494200000,1.692
1640494800000,1.753
1640495400000,1.673
1640496000000,1.696
1640496600000,1.715
1640497200000,1.701
1640497800000,1.739
1640498400000,1.782
1640499000000,1.806
1640499600000,1.81
1640500200000,1.82
1640500800000,1.81
1640501400000,1.901
1640502000000,1.943
1640502600000,1.91
1640503200000,1.844
1640503800000,1.934
1640504400000,2.029
1640505000000,2.095
1640505600000,2.152
1640506200000,2.266
1640506800000,2.276
1640507400000,2.277
1640508000000,2.202
1640508600000,2.176
1640509200000,2.26
1640509800000,2.349
1640510400000,2.395
1640511000000,2.4
1640511600000,2.452
1640512200000,2.514
1640512800000,2.618
1640513400000,2.637
1640514000000,2.647
1640514600000,2.694
1640515200000,2.651
1640515800000,2.637
1640516400000,2.775
1640517000000,2.951
1640517600000,3.069
1640518200000,3.031
1640518800000,3.074
1640519400000,3.212
1640520000000,3.316
1640520600000,3.292
1640521200000,3.235
1640521800000,3.254
1640522400000,3.25
1640523000000,3.293
1640523600000,3.402
1640524200000,3.568
1640524800000,3.706
1640525400000,3.729
1640526000000,3.66
1640526600000,3.715
1640527200000,3.841
1640527800000,3.832
1640528400000,3.821
1640529000000,3.763
1640529600000,3.896
1640530200000,3.829
1640530800000,3.834
1640531400000,3.867
1640532000000,3.891
1640532600000,3.905
1640533200000,3.948
1640533800000,4.176
1640534400000,4.181
1640535000000,4.133
1640535600000,4.071
1640536200000,4.124
1640536800000,4.228
1640537400000,4.195
1640538000000,4.2
1640538600000,4.137
1640539200000,4.076
1640539800000,4.024
1640540400000,3.962
1640541000000,4.014
1640541600000,4.186
1640542200000,4.242
1640542800000,4.356
1640543400000,4.375
1640544000000,4.261
1640544600000,4.081
1640545200000,4.076
1640545800000,4.109
1640546400000,4.28
1640547000000,4.337
1640547600000,4.356
1640548200000,4.603
1640548800000,4.622
1640549400000,4.465
1640550000000,4.385
1640550600000,4.409
1640551200000,4.508
1640551800000,4.679
1640552400000,4.836
1640553000000,4.859
1640553600000,4.883
1640554200000,4.84
1640554800000,4.598
1640555400000,4.475
1640556000000,4.603
1640556600000,4.675
1640557200000,4.631
1640557800000,4.712
1640558400000,4.631
1640559000000,4.66
1640559600000,4.741
1640560200000,4.86
1640560800000,4.94
1640561400000,5.035
1640562000000,5.066
1640562600000,4.883
1640563200000,4.471
1640563800000,4.321
1640564400000,4.284
1640565000000,4.347
1640565600000,4.442
1640566200000,4.522
1640566800000,4.613
1640567400000,4.674
1640568000000,4.822
1640568600000,4.917
1640569200000,5.088
1640569800000,5.182
1640570400000,5.35
1640571000000,5.43
1640571600000,5.199
1640572200000,5.019
1640572800000,5.122
1640573400000,5.268
1640574000000,5.363
1640574600000,5.443
1640575200000,5.633
1640575800000,5.766
1640576400000,5.761
1640577000000,5.58
1640577600000,5.386
1640578200000,5.329
1640578800000,5.415
1640579400000,5.519
1640580000000,5.576
1640580600000,5.514
1640581200000,5.343
1640581800000,5.149
1640582400000,5.03
1640583000000,4.921
1640583600000,4.876
1640584200000,4.652
1640584800000,4.694
1640585400000,4.868
1640586000000,5.015
1640586600000,5.166
1640587200000,5.26
1640587800000,5.284
1640588400000,5.246
1640589000000,5.235
1640589600000,5.264
1640590200000,5.297
1640590800000,5.457
1640591400000,5.477
1640592000000,5.524
1640592600000,5.737
1640593200000,5.709
1640593800000,5.585
1640594400000,5.524
1640595000000,5.614
1640595600000,5.448
1640596200000,5.281
1640596800000,5.273
1640597400000,5.401
1640598000000,5.538
1640598600000,5.61
1640599200000,5.695
1640599800000,5.69
1640600400000,5.852
1640601000000,6.065
1640601600000,6.084
1640602200000,6.141
1640602800000,6.218
1640603400000,6.255
1640604000000,6.189
1640604600000,6.245
1640605200000,6.193
1640605800000,6.307
1640606400000,6.274
1640607000000,6.346
1640607600000,6.378
1640608200000,6.358
1640608800000,6.366
1640609400000,6.291
1640610000000,6.324
1640610600000,6.41
1640611200000,6.414
1640611800000,6.521
1640612400000,6.535
1640613000000,6.473
1640613600000,6.431
1640614200000,6.392
1640614800000,6.315
1640615400000,6.323
1640616000000,6.243
1640616600000,6.276
1640617200000,6.254
1640617800000,6.287
1640618400000,6.244
1640619000000,6.206
1640619600000,6.259
1640620200000,6.321
1640620800000,6.335
1640621400000,6.326
1640622000000,6.264
1640622600000,6.269
1640623200000,6.497
1640623800000,6.549
1640624400000,6.53
1640625000000,6.535
1640625600000,6.548
1640626200000,6.525
1640626800000,6.538
1640627400000,6.605
1640628000000,6.653
1640628600000,6.586
1640629200000,6.561
1640629800000,6.538
1640630400000,6.552
1640631000000,6.554
1640631600000,6.549
1640632200000,6.583
1640632800000,6.62
1640633400000,6.654
1640634000000,6.639
1640634600000,6.621
1640635200000,6.758
1640635800000,6.842
1640636400000,6.924
1640637000000,7.014
1640637600000,7.029
1640638200000,7.082
1640638800000,7.133
1640639400000,7.077
1640640000000,7.215
1640640600000,7.266
1640641200000,7.275
1640641800000,7.275
1640642400000,7.171
1640643000000,7.166
1640643600000,7.261
1640644200000,7.195
1640644800000,7.128
1640645400000,7.072
1640646000000,7.272
1640646600000,7.495
1640647200000,7.589
1640647800000,7.622
1640648400000,7.641
1640649000000,7.66
1640649600000,7.574
1640650200000,7.579
1640650800000,7.555
1640651400000,7.646
1640652000000,7.755
1640652600000,7.731
1640653200000,7.75
1640653800000,7.778
1640654400000,7.854
1640655000000,7.939
1640655600000,7.986
1640656200000,8.02
1640656800000,8.12
1640657400000,8.06
1640658000000,8.01
1640658600000,7.95
1640659200000,7.921
1640659800000,7.965
1640660400000,7.899
1640661000000,7.854
1640661600000,7.831
1640662200000,7.854
1640662800000,7.898
1640663400000,7.945
1640664000000,7.987
1640664600000,7.987
1640665200000,7.95
1640665800000,7.954
1640666400000,7.925
1640667000000,7.887
1640667600000,7.854
1640668200000,7.844
1640668800000,7.787
1640669400000,7.764
1640670000000,7.726
1640670600000,7.766
1640671200000,7.769
1640671800000,7.837
1640672400000,7.758
1640673000000,7.744
1640673600000,7.803
1640674200000,7.786
1640674800000,7.758
1640675400000,7.714
1640676000000,7.646
1640676600000,7.42
1640677200000,7.322
1640677800000,7.204
1640678400000,7.194
1640679000000,7.142
1640679600000,7.123
1640680200000,7.071
1640680800000,6.952
1640681400000,6.9
1640682000000,6.91
1640682600000,6.952
1640683200000,7.009
1640683800000,7.076
1640684400000,7.109
1640685000000,7.08
1640685600000,7.128
1640686200000,7.247
1640686800000,7.294
1640687400000,7.309
1640688000000,7.404
1640688600000,7.736
1640689200000,7.735
1640689800000,7.528
1640690400000,7.481
1640691000000,7.572
1640691600000,7.884
1640692200000,8.15
1640692800000,8.41
1640693400000,8.69
1640694000000,8.65
1640694600000,8.45
1640695200000,8.49
1640695800000,8.61
1640696400000,8.52
1640697000000,8.48
1640697600000,8.54
1640698200000,8.61
1640698800000,9.02
1640699400000,9.2
1640700000000,9
1640700600000,9.1
1640701200000,8.83
1640701800000,8.66
1640702400000,8.59
1640703000000,8.58
1640703600000,8.55
1640704200000,8.56
1640704800000,8.46
1640705400000,8.44
1640706000000,8.11
1640706600000,7.982
1640707200000,7.867
1640707800000,7.64
1640708400000,7.54
1640709000000,7.422
1640709600000,7.273
1640710200000,6.981
1640710800000,6.842
1640711400000,6.8
1640712000000,6.8
1640712600000,6.729
1640713200000,6.611
1640713800000,6.588
1640714400000,6.523
1640715000000,6.553
1640715600000,6.586
1640716200000,6.648
1640716800000,6.665
1640717400000,6.642
1640718000000,6.617
1640718600000,6.668
1640719200000,6.672
1640719800000,6.66
1640720400000,6.651
1640721000000,6.67
1640721600000,6.668
1640722200000,6.551
1640722800000,6.224
1640723400000,6.321
1640724000000,6.509
1640724600000,6.42
1640725200000,6.259
1640725800000,6.074
1640726400000,5.77
1640727000000,5.738
1640727600000,5.795
1640728200000,6.003
1640728800000,6.061
1640729400000,6.141
1640730000000,6.141
1640730600000,6.127
1640731200000,6.212
1640731800000,6.231
1640732400000,6.274
1640733000000,6.145
1640733600000,5.714
1640734200000,5.609
1640734800000,5.581
1640735400000,5.505
1640736000000,5.248
1640736600000,5.234
1640737200000,5.13
1640737800000,5.144
1640738400000,5.41
1640739000000,5.429
1640739600000,5.22
1640740200000,5.149
1640740800000,4.992
1640741400000,5.106
1640742000000,5.101
1640742600000,5.065
1640743200000,5.043
1640743800000,5.041
1640744400000,5.072
1640745000000,5.08
1640745600000,4.959
1640746200000,4.831
1640746800000,4.738
1640747400000,4.629
1640748000000,4.707
1640748600000,4.921
1640749200000,5.349
1640749800000,5.657
1640750400000,5.789
1640751000000,5.899
1640751600000,5.683
1640752200000,5.673
1640752800000,5.7
1640753400000,5.78
1640754000000,5.808
1640754600000,5.652
1640755200000,5.742
1640755800000,5.719
1640756400000,5.699
1640757000000,5.819
1640757600000,5.904
1640758200000,6.051
1640758800000,6.184
1640759400000,6.384
1640760000000,6.554
1640760600000,6.763
1640761200000,6.639
1640761800000,6.478
1640762400000,6.63
1640763000000,6.749
1640763600000,6.877
1640764200000,7.119
1640764800000,7.138
1640765400000,7.324
1640766000000,7.569
1640766600000,7.535
1640767200000,7.377
1640767800000,7.549
1640768400000,7.607
1640769000000,7.752
1640769600000,7.826
1640770200000,7.75
1640770800000,7.721
1640771400000,7.788
1640772000000,8.14
1640772600000,8.32
1640773200000,8.37
1640773800000,8.52
1640774400000,8.77
1640775000000,8.89
1640775600000,8.79
1640776200000,9.28
1640776800000,9.49
1640777400000,9.71
1640778000000,9.93
1640778600000,10.17
1640779200000,10.61
1640779800000,11.32
1640780400000,11.33
1640781000000,11.27
1640781600000,11.36
1640782200000,11.44
1640782800000,11.52
1640783400000,11.4
1640784000000,11.27
1640784600000,11
1640785200000,10.51
1640785800000,10.48
1640786400000,10.55
1640787000000,10.56
1640787600000,10.53
1640788200000,10.36
1640788800000,10.31
1640789400000,10.28
1640790000000,10.24
1640790600000,10.22
1640791200000,10.48
1640791800000,10.71
1640792400000,10.73
1640793000000,10.69
1640793600000,10.72
1640794200000,10.82
1640794800000,10.71
1640795400000,10.6
1640796000000,10.41
1640796600000,10.28
1640797200000,10.1
1640797800000,10.08
1640798400000,10.33
1640799000000,10.42
1640799600000,10.4
1640800200000,10.24
1640800800000,10.3
1640801400000,10.39
1640802000000,10.5
1640802600000,10.45
1640803200000,10.38
1640803800000,10.31
1640804400000,10.27
1640805000000,10.23
1640805600000,10.19
1640806200000,10.24
1640806800000,10.23
1640807400000,10.24
1640808000000,10.11
1640808600000,10.03
1640809200000,10.06
1640809800000,10.07
1640810400000,10.1
1640811000000,10.2
1640811600000,10.33
1640812200000,10.35
1640812800000,10.34
1640813400000,10.28
1640814000000,10.11
1640814600000,10.19
1640815200000,10.15
1640815800000,10.23
1640816400000,10.4
1640817000000,10.55
1640817600000,10.53
1640818200000,10.62
1640818800000,10.7
1640819400000,10.83
1640820000000,10.85
1640820600000,10.87
1640821200000,10.87
1640821800000,10.83
1640822400000,10.88
1640823000000,11.03
1640823600000,11.16
1640824200000,11.21
1640824800000,11.28
1640825400000,11.28
1640826000000,11.23
1640826600000,11.08
1640827200000,10.99
1640827800000,10.93
1640828400000,10.91
1640829000000,10.86
1640829600000,10.8
1640830200000,10.85
1640830800000,10.98
1640831400000,11.16
1640832000000,11.23
1640832600000,11.28
1640833200000,11.32
1640833800000,11.3
1640834400000,11.31
1640835000000,11.36
1640835600000,11.37
1640836200000,11.5
1640836800000,11.55
1640837400000,11.64
1640838000000,11.72
1640838600000,11.78
1640839200000,11.73
1640839800000,11.65
1640840400000,11.56
1640841000000,11.51
1640841600000,11.43
1640842200000,11.4
1640842800000,11.27
1640843400000,11.08
1640844000000,10.89
1640844600000,10.83
1640845200000,10.74
1640845800000,10.75
1640846400000,10.7
1640847000000,10.69
1640847600000,10.7
1640848200000,10.73
1640848800000,10.79
1640849400000,10.73
1640850000000,10.67
1640850600000,10.68
1640851200000,10.65
1640851800000,10.56
1640852400000,10.58
1640853000000,10.58
1640853600000,10.59
1640854200000,10.66
1640854800000,10.78
1640855400000,10.83
1640856000000,10.87
1640856600000,10.84
1640857200000,10.76
1640857800000,10.75
1640858400000,10.81
1640859000000,10.85
1640859600000,11.03
1640860200000,11.12
1640860800000,11.24
1640861400000,11.28
1640862000000,11.3
1640862600000,11.32
1640863200000,11.33
1640863800000,11.29
1640864400000,11.27
1640865000000,11.32
1640865600000,11.36
1640866200000,11.34
1640866800000,11.32
1640867400000,11.33
1640868000000,11.28
1640868600000,11.18
1640869200000,11.08
1640869800000,11.09
1640870400000,11.26
1640871000000,11.33
1640871600000,11.41
1640872200000,11.51
1640872800000,11.59
1640873400000,11.6
1640874000000,11.39
1640874600000,11.28
1640875200000,11.16
1640875800000,11.24
1640876400000,11.26
1640877000000,11.25
1640877600000,11.32
1640878200000,11.41
1640878800000,11.44
1640879400000,11.42
1640880000000,11.46
1640880600000,11.6
1640881200000,11.62
1640881800000,11.58
1640882400000,11.48
1640883000000,11.46
1640883600000,11.45
1640884200000,11.45
1640884800000,11.45
1640885400000,11.44
1640886000000,11.41
1640886600000,11.45
1640887200000,11.52
1640887800000,11.59
1640888400000,11.52
1640889000000,11.53
1640889600000,11.55
1640890200000,11.55
1640890800000,11.41
1640891400000,11.29
1640892000000,11.24
1640892600000,11.28
1640893200000,11.28
1640893800000,11.19
1640894400000,11.15
1640895000000,11.06
1640895600000,11.21
1640896200000,11.31
1640896800000,11.41
1640897400000,11.53
1640898000000,11.65
1640898600000,11.64
1640899200000,11.62
1640899800000,11.65
1640900400000,11.64
1640901000000,11.64
1640901600000,11.62
1640902200000,11.71
1640902800000,11.71
1640903400000,11.63
1640904000000,11.62
1640904600000,11.67
1640905200000,11.84
1640905800000,11.98
1640906400000,12.05
1640907000000,12.06
1640907600000,12.09
1640908200000,11.98
1640908800000,11.89
1640909400000,11.79
1640910000000,11.78
1640910600000,11.73
1640911200000,11.76
1640911800000,11.81
1640912400000,11.87
1640913000000,11.91
1640913600000,11.93
1640914200000,12.01
1640914800000,11.93
1640915400000,11.8
1640916000000,11.76
1640916600000,11.94
1640917200000,12.09
1640917800000,12.15
1640918400000,12.34
1640919000000,12.63
1640919600000,12.74
1640920200000,12.72
1640920800000,12.73
1640921400000,12.76
1640922000000,12.75
1640922600000,12.58
1640923200000,12.68
1640923800000,12.56
1640924400000,12.47
1640925000000,12.36
1640925600000,12.24
1640926200000,12.14
1640926800000,12.09
1640927400000,12.07
1640928000000,12.21
1640928600000,12.23
1640929200000,12.2
1640929800000,12.18
1640930400000,12.09
1640931000000,12.09
1640931600000,11.96
1640932200000,11.97
1640932800000,12
1640933400000,12.07
1640934000000,12.07
1640934600000,11.97
1640935200000,11.77
1640935800000,11.76
1640936400000,11.87
1640937000000,11.93
1640937600000,11.94
1640938200000,11.98
1640938800000,12.01
1640939400000,12.04
1640940000000,12.18
1640940600000,12.29
1640941200000,12.29
1640941800000,12.3
1640942400000,12.28
1640943000000,12.33
1640943600000,12.18
1640944200000,12.24
1640944800000,12.17
1640945400000,12.15
1640946000000,12.11
1640946600000,12.03
1640947200000,12
1640947800000,11.95
1640948400000,11.87
1640949000000,11.79
1640949600000,11.79
1640950200000,11.78
1640950800000,11.71
1640951400000,11.66
1640952000000,11.6
1640952600000,11.58
1640953200000,11.51
1640953800000,11.51
1640954400000,11.5
1640955000000,11.52
1640955600000,11.57
1640956200000,11.61
1640956800000,11.6
1640957400000,11.72
1640958000000,11.79
1640958600000,11.96
1640959200000,12.04
1640959800000,11.82
1640960400000,11.5
1640961000000,11.28
1640961600000,11.25
1640962200000,11.36
1640962800000,11.39
1640963400000,11.27
1640964000000,11.21
1640964600000,11.24
1640965200000,11.29
1640965800000,11.19
1640966400000,11.09
1640967000000,11.14
1640967600000,11.16
1640968200000,11.25
1640968800000,11.29
1640969400000,11.37
1640970000000,11.38
1640970600000,11.23
1640971200000,11.1
1640971800000,11.07
1640972400000,11.16
1640973000000,11.35
1640973600000,11.54
1640974200000,11.73
1640974800000,11.88
1640975400000,11.85
1640976000000,11.76
1640976600000,11.78
1640977200000,11.72
1640977800000,11.55
1640978400000,11.52
1640979000000,11.36
1640979600000,11.14
1640980200000,10.93
1640980800000,10.85
1640981400000,10.86
1640982000000,10.85
1640982600000,11.14
1640983200000,11.38
1640983800000,11.59
1640984400000,11.63
1640985000000,11.79
1640985600000,11.89
1640986200000,12.01
1640986800000,12.04
1640987400000,11.99
1640988000000,12.07
1640988600000,12.19
1640989200000,12.2
1640989800000,12.03
1640990400000,11.85
1640991000000,11.91
1640991600000,11.83
1640992200000,12.05
1640992800000,12.16
1640993400000,12.23
1640994000000,12.23
1640994600000,12.14
1640995200000,12.22
1640995800000,12.25
1640996400000,12.1
1640997000000,12.11
1640997600000,12.06
1640998200000,12.01
1640998800000,12.14
1640999400000,12.27
1641000000000,12.36
1641000600000,12.41
1641001200000,12.52
1641001800000,12.48
1641002400000,12.55
1641003000000,12.58
1641003600000,12.67
1641004200000,12.71
1641004800000,12.7
1641005400000,12.72
1641006000000,12.9
1641006600000,12.94
1641007200000,12.96
1641007800000,13.04
1641008400000,13.06
1641009000000,13.2
1641009600000,13.3
1641010200000,13.24
1641010800000,13.28
1641011400000,13.34
1641012000000,13.28
1641012600000,13.14
1641013200000,13.1
1641013800000,13.06
1641014400000,12.98
1641015000000,12.87
1641015600000,12.97
1641016200000,12.96
1641016800000,12.97
1641017400000,12.99
1641018000000,12.97
1641018600000,12.96
1641019200000,12.71
1641019800000,12.63
1641020400000,12.7
1641021000000,12.66
1641021600000,12.47
1641022200000,12.33
1641022800000,12.44
1641023400000,12.47
1641024000000,12.52
1641024600000,12.5
1641025200000,12.61
1641025800000,12.65
1641026400000,12.63
1641027000000,12.7
1641027600000,12.78
1641028200000,12.77
1641028800000,12.78
1641029400000,12.78
1641030000000,12.82
1641030600000,12.8
1641031200000,12.79
1641031800000,12.69
1641032400000,12.57
1641033000000,12.65
1641033600000,12.7
1641034200000,13.16
1641034800000,13.42
1641035400000,13.39
1641036000000,13.37
1641036600000,13.1
1641037200000,12.92
1641037800000,12.88
1641038400000,12.71
1641039000000,12.7
1641039600000,12.97
1641040200000,13.09
1641040800000,13.2
1641041400000,13.1
1641042000000,12.98
1641042600000,13.03
1641043200000,12.79
1641043800000,12.61
1641044400000,12.61
1641045000000,12.72
1641045600000,12.75
1641046200000,12.68
1641046800000,12.54
1641047400000,12.52
1641048000000,12.53
1641048600000,12.33
1641049200000,12.11
1641049800000,11.97
1641050400000,11.86
1641051000000,11.81
1641051600000,11.79
1641052200000,11.53
1641052800000,11.26
1641053400000,11.08
1641054000000,10.97
1641054600000,10.69
1641055200000,10.64
1641055800000,10.69
1641056400000,10.8
1641057000000,10.92
1641057600000,11.11
1641058200000,11.34
1641058800000,11.43
1641059400000,11.45
1641060000000,11.41
1641060600000,11.03
1641061200000,10.92
1641061800000,10.99
1641062400000,11.08
1641063000000,11.31
1641063600000,11.33
1641064200000,11.29
1641064800000,11.43
1641065400000,11.49
1641066000000,11.32
1641066600000,11.16
1641067200000,11.15
1641067800000,11.04
1641068400000,11
1641069000000,11.05
1641069600000,11.05
1641070200000,10.82
1641070800000,10.5
1641071400000,10.22
1641072000000,10.21
1641072600000,10.15
1641073200000,9.9
1641073800000,9.69
1641074400000,9.53
1641075000000,9.52
1641075600000,9.45
1641076200000,9.41
1641076800000,9.41
1641077400000,9.4
1641078000000,9.51
1641078600000,9.5
1641079200000,9.54
1641079800000,9.51
1641080400000,9.39
1641081000000,9.36
1641081600000,9.41
1641082200000,9.55
1641082800000,9.68
1641083400000,9.7
1641084000000,9.78
1641084600000,9.8
1641085200000,9.72
1641085800000,9.58
1641086400000,9.46
1641087000000,9.37
1641087600000,9.3
1641088200000,9.08
1641088800000,8.98
1641089400000,8.77
1641090000000,8.72
1641090600000,8.68
1641091200000,8.8
1641091800000,8.99
1641092400000,9.11
1641093000000,9.25
1641093600000,9.23
1641094200000,9.16
1641094800000,9.18
1641095400000,9.15
1641096000000,9.16
1641096600000,9.11
1641097200000,9.02
1641097800000,9.02
1641098400000,8.94
1641099000000,8.87
1641099600000,8.84
1641100200000,8.76
1641100800000,8.59
1641101400000,8.46
1641102000000,8.41
1641102600000,8.36
1641103200000,8.34
1641103800000,8.4
1641104400000,8.45
1641105000000,8.47
1641105600000,8.47
1641106200000,8.44
1641106800000,8.5
1641107400000,8.49
1641108000000,8.48
1641108600000,8.38
1641109200000,8.27
1641109800000,8.16
1641110400000,8.21
1641111000000,8.33
1641111600000,8.39
1641112200000,8.36
1641112800000,8.37
1641113400000,8.35
1641114000000,8.53
1641114600000,8.91
1641115200000,9.07
1641115800000,9.14
1641116400000,9.18
1641117000000,9.34
1641117600000,9.37
1641118200000,9.53
1641118800000,9.61
1641119400000,9.61
1641120000000,9.65
1641120600000,9.79
1641121200000,9.89
1641121800000,9.96
1641122400000,9.96
1641123000000,10.03
1641123600000,10.12
1641124200000,10.08
1641124800000,10.21
1641125400000,10.02
1641126000000,10.03
1641126600000,10.05
1641127200000,9.88
1641127800000,9.43
1641128400000,9.34
1641129000000,9.5
1641129600000,9.29
1641130200000,8.91
1641130800000,8.59
1641131400000,8.21
1641132000000,8.09
1641132600000,7.986
1641133200000,8.01
1641133800000,8.05
1641134400000,8.27
1641135000000,8.33
1641135600000,8.53
1641136200000,8.63
1641136800000,8.69
1641137400000,8.78
1641138000000,8.89
1641138600000,8.87
1641139200000,8.75
1641139800000,8.66
1641140400000,8.66
1641141000000,8.61
1641141600000,8.53
1641142200000,8.6
1641142800000,8.66
1641143400000,8.76
1641144000000,8.7
1641144600000,8.84
1641145200000,9.11
1641145800000,9.32
1641146400000,9.41
1641147000000,9.36
1641147600000,9.27
1641148200000,9.29
1641148800000,9.22
1641149400000,9.09
1641150000000,9.15
1641150600000,9.24
1641151200000,9.15
1641151800000,9.24
1641152400000,9.25
1641153000000,9.24
1641153600000,9.26
1641154200000,9.26
1641154800000,9.2
1641155400000,9.12
1641156000000,9.11
1641156600000,9.09
1641157200000,9.23
1641157800000,9.25
1641158400000,9.09
1641159000000,8.96
1641159600000,8.98
1641160200000,9.12
1641160800000,9.06
1641161400000,8.96
1641162000000,8.89
1641162600000,8.96
1641163200000,8.9
1641163800000,8.93
1641164400000,8.91
1641165000000,8.9
1641165600000,8.81
1641166200000,8.89
1641166800000,8.97
1641167400000,9.09
1641168000000,9.14
1641168600000,9.11
1641169200000,9.08
1641169800000,9.06
1641170400000,9.04
1641171000000,8.95
1641171600000,8.92
1641172200000,8.82
1641172800000,8.87
1641173400000,8.83
1641174000000,8.82
1641174600000,8.9
1641175200000,8.95
1641175800000,8.91
1641176400000,8.89
1641177000000,8.91
1641177600000,8.93
1641178200000,8.83
1641178800000,8.71
1641179400000,8.9
1641180000000,9
1641180600000,8.96
1641181200000,9.02
1641181800000,9.01
1641182400000,8.92
1641183000000,8.82
1641183600000,8.76
1641184200000,8.65
1641184800000,8.63
1641185400000,8.64
1641186000000,8.62
1641186600000,8.58
1641187200000,8.45
1641187800000,8.4
1641188400000,8.45
1641189000000,8.39
1641189600000,8.44
1641190200000,8.49
1641190800000,8.57
1641191400000,8.57
1641192000000,8.55
1641192600000,8.48
1641193200000,8.46
1641193800000,8.47
1641194400000,8.45
1641195000000,8.52
1641195600000,8.52
1641196200000,8.46
1641196800000,8.48
1641197400000,8.44
1641198000000,8.48
1641198600000,8.46
1641199200000,8.38
1641199800000,8.43
1641200400000,8.38
1641201000000,8.39
1641201600000,8.45
1641202200000,8.41
1641202800000,8.4
1641203400000,8.4
1641204000000,8.46
1641204600000,8.5
1641205200000,8.55
1641205800000,8.54
1641206400000,8.56
