Time,Air Temperature (full resolution)
1624744800000,11.86
1624745400000,11.4
1624746000000,11.18
1624746600000,11.23
1624747200000,11.07
1624747800000,11.27
1624748400000,11.56
1624749000000,11.82
1624749600000,11.76
1624750200000,11.47
1624750800000,11.08
1624751400000,10.7
1624752000000,10.47
1624752600000,10.52
1624753200000,10.54
1624753800000,10.12
1624754400000,9.99
1624755000000,9.93
1624755600000,10.01
1624756200000,10.25
1624756800000,10.15
1624757400000,10.03
1624758000000,9.65
1624758600000,9.63
1624759200000,9.62
1624759800000,9.52
1624760400000,9.5
1624761000000,9.37
1624761600000,9.31
1624762200000,9.32
1624762800000,9.4
1624763400000,9.19
1624764000000,9.11
1624764600000,9.4
1624765200000,9.29
1624765800000,9.51
1624766400000,9.7
1624767000000,9.88
1624767600000,10.28
1624768200000,10.61
1624768800000,11.11
1624769400000,11.61
1624770000000,12.04
1624770600000,12.47
1624771200000,12.7
1624771800000,12.67
1624772400000,12.63
1624773000000,12.81
1624773600000,12.94
1624774200000,13.22
1624774800000,13.44
1624775400000,13.76
1624776000000,13.96
1624776600000,14.2
1624777200000,14.33
1624777800000,14.68
1624778400000,14.97
1624779000000,15.3
1624779600000,15.69
1624780200000,15.95
1624780800000,16.24
1624781400000,16.5
1624782000000,16.57
1624782600000,16.57
1624783200000,16.64
1624783800000,16.09
1624784400000,15.83
1624785000000,15.99
1624785600000,16.37
1624786200000,16.67
1624786800000,16.72
1624787400000,16.65
1624788000000,16.65
1624788600000,16.78
1624789200000,16.79
1624789800000,16.81
1624790400000,16.91
1624791000000,17.32
1624791600000,17.43
1624792200000,17.5
1624792800000,17.3
1624793400000,17.15
1624794000000,17.13
1624794600000,17.24
1624795200000,17.43
1624795800000,17.69
1624796400000,17.91
1624797000000,17.76
1624797600000,17.67
1624798200000,17.82
1624798800000,17.85
1624799400000,17.71
1624800000000,17.58
1624800600000,17.68
1624801200000,18.01
1624801800000,18.4
1624802400000,18.66
1624803000000,18.55
1624803600000,18.62
1624804200000,18.89
1624804800000,18.83
1624805400000,18.55
1624806000000,18.72
1624806600000,18.99
1624807200000,18.82
1624807800000,18.92
1624808400000,19.44
1624809000000,19.52
1624809600000,19.27
1624810200000,18.64
1624810800000,18.18
1624811400000,18.17
1624812000000,18.42
1624812600000,18.39
1624813200000,18.14
1624813800000,18.1
1624814400000,18.17
1624815000000,18.51
1624815600000,18.55
1624816200000,18.16
1624816800000,17.82
1624817400000,17.67
1624818000000,17.59
1624818600000,17.46
1624819200000,17.38
1624819800000,17.39
1624820400000,17.35
1624821000000,17.21
1624821600000,17.14
1624822200000,17.02
1624822800000,16.82
1624823400000,16.7
1624824000000,16.55
1624824600000,16.52
1624825200000,16.45
1624825800000,16.31
1624826400000,16.13
1624827000000,15.94
1624827600000,15.72
1624828200000,15.38
1624828800000,15.07
1624829400000,15.15
1624830000000,15.32
1624830600000,15.42
1624831200000,15.44
1624831800000,15.48
1624832400000,15.49
1624833000000,15.53
1624833600000,15.49
1624834200000,15.46
1624834800000,15.46
1624835400000,15.37
1624836000000,15.28
1624836600000,15.34
1624837200000,15.31
1624837800000,15.15
1624838400000,15
1624839000000,15.05
1624839600000,14.96
1624840200000,14.82
1624840800000,14.71
1624841400000,14.61
1624842000000,14.58
1624842600000,14.38
1624843200000,14.13
1624843800000,13.84
1624844400000,13.54
1624845000000,13.07
1624845600000,13.03
1624846200000,12.99
1624846800000,13.04
1624847400000,13.19
1624848000000,13.16
1624848600000,13.06
1624849200000,12.94
1624849800000,12.85
1624850400000,12.69
1624851000000,12.41
1624851600000,12.03
1624852200000,11.81
1624852800000,11.61
1624853400000,11.63
1624854000000,11.96
1624854600000,12.18
1624855200000,12.35
1624855800000,12.41
1624856400000,12.36
1624857000000,12.39
1624857600000,12.37
1624858200000,12.5
1624858800000,13
1624859400000,13.29
1624860000000,13.58
1624860600000,14.04
1624861200000,14.28
1624861800000,14.61
1624862400000,14.82
1624863000000,14.87
1624863600000,14.91
1624864200000,14.9
1624864800000,14.83
1624865400000,14.89
1624866000000,15.51
1624866600000,16.03
1624867200000,16.34
1624867800000,16.8
1624868400000,17.18
1624869000000,17.57
1624869600000,17.74
1624870200000,18.08
1624870800000,17.89
1624871400000,18.31
1624872000000,17.92
1624872600000,17.74
1624873200000,17.7
1624873800000,17.88
1624874400000,18.18
1624875000000,18.38
1624875600000,18.9
1624876200000,19.28
1624876800000,19.36
1624877400000,19.94
1624878000000,20.05
1624878600000,19.68
1624879200000,20.03
1624879800000,20.28
1624880400000,20.7
1624881000000,20.9
1624881600000,20.41
1624882200000,19.69
1624882800000,19.83
1624883400000,19.7
1624884000000,19.79
1624884600000,19.73
1624885200000,19.52
1624885800000,19.65
1624886400000,20.05
1624887000000,20.02
1624887600000,19.91
1624888200000,20.13
1624888800000,20.21
1624889400000,20.05
1624890000000,19.91
1624890600000,20.07
1624891200000,20.14
1624891800000,19.89
1624892400000,19.52
1624893000000,19.36
1624893600000,19.26
1624894200000,19.82
1624894800000,19.66
1624895400000,19.53
1624896000000,19.86
1624896600000,19.8
1624897200000,19.36
1624897800000,19.56
1624898400000,19.64
1624899000000,19.51
1624899600000,19.33
1624900200000,19.03
1624900800000,18.94
1624901400000,19.31
1624902000000,19.12
1624902600000,19
1624903200000,18.61
1624903800000,18.4
1624904400000,18.45
1624905000000,18.3
1624905600000,18.05
1624906200000,18.07
1624906800000,17.75
1624907400000,17.59
1624908000000,17.28
1624908600000,16.96
1624909200000,16.57
1624909800000,16.1
1624910400000,15.77
1624911000000,15.6
1624911600000,15.34
1624912200000,15.08
1624912800000,14.93
1624913400000,14.79
1624914000000,14.66
1624914600000,14.7
1624915200000,14.68
1624915800000,14.63
1624916400000,14.56
1624917000000,14.4
1624917600000,14.36
1624918200000,14.36
1624918800000,14.3
1624919400000,14.1
1624920000000,13.96
1624920600000,13.75
1624921200000,13.52
1624921800000,13.44
1624922400000,13.47
1624923000000,13.47
1624923600000,13.43
1624924200000,13.35
1624924800000,13.23
1624925400000,13.31
1624926000000,13.43
1624926600000,13.31
1624927200000,13.17
1624927800000,13.11
1624928400000,13.28
1624929000000,13.28
1624929600000,13.38
1624930200000,13.16
1624930800000,13.1
1624931400000,13.14
1624932000000,13.07
1624932600000,13.03
1624933200000,13.02
1624933800000,12.91
1624934400000,12.75
1624935000000,12.65
1624935600000,12.56
1624936200000,12.34
1624936800000,12.35
1624937400000,12.41
1624938000000,12.33
1624938600000,12.36
1624939200000,12.67
1624939800000,12.34
1624940400000,12.59
1624941000000,12.66
1624941600000,12.94
1624942200000,11.97
1624942800000,12.53
1624943400000,12.76
1624944000000,12.28
1624944600000,12.77
1624945200000,13.1
1624945800000,13.69
1624946400000,14.37
1624947000000,15.21
1624947600000,15.83
1624948200000,16.2
1624948800000,16.37
1624949400000,16.64
1624950000000,17.01
1624950600000,17.6
1624951200000,17.24
1624951800000,16.2
1624952400000,15.92
1624953000000,15.99
1624953600000,16.39
1624954200000,16.63
1624954800000,16.72
1624955400000,16.97
1624956000000,17.21
1624956600000,17.35
1624957200000,17.4
1624957800000,17.51
1624958400000,17.73
1624959000000,17.88
1624959600000,18.08
1624960200000,18.38
1624960800000,18.52
1624961400000,18.8
1624962000000,19.24
1624962600000,19.2
1624963200000,19.21
1624963800000,19.05
1624964400000,19.39
1624965000000,19.72
1624965600000,20.24
1624966200000,20.57
1624966800000,20.7
1624967400000,20.87
1624968000000,21.2
1624968600000,21.79
1624969200000,21.91
1624969800000,22.13
1624970400000,22.23
1624971000000,20.65
1624971600000,19.87
1624972200000,19.77
1624972800000,20.52
1624973400000,20.11
1624974000000,20.56
1624974600000,21.26
1624975200000,21.43
1624975800000,21.48
1624976400000,20.52
1624977000000,20.26
1624977600000,21.35
1624978200000,21.15
1624978800000,20.43
1624979400000,20.5
1624980000000,20.95
1624980600000,21.24
1624981200000,20.51
1624981800000,20.02
1624982400000,20.04
1624983000000,20.01
1624983600000,20.16
1624984200000,20.48
1624984800000,20.55
1624985400000,20.64
1624986000000,20.5
1624986600000,20.03
1624987200000,19.7
1624987800000,19.54
1624988400000,19.35
1624989000000,19.27
1624989600000,19.08
1624990200000,18.84
1624990800000,18.6
1624991400000,18.26
1624992000000,18.16
1624992600000,18.15
1624993200000,18.16
1624993800000,17.92
1624994400000,17.72
1624995000000,17.36
1624995600000,17.12
1624996200000,17
1624996800000,16.96
1624997400000,16.88
1624998000000,16.58
1624998600000,16.22
1624999200000,15.95
1624999800000,15.8
1625000400000,15.51
1625001000000,15.25
1625001600000,15.01
1625002200000,14.88
1625002800000,14.89
1625003400000,14.77
1625004000000,14.68
1625004600000,14.49
1625005200000,14.36
1625005800000,14.16
1625006400000,13.95
1625007000000,13.86
1625007600000,13.78
1625008200000,13.77
1625008800000,13.7
1625009400000,13.54
1625010000000,13.54
1625010600000,13.42
1625011200000,13.36
1625011800000,13.31
1625012400000,13.29
1625013000000,13.11
1625013600000,12.73
1625014200000,12.53
1625014800000,12.73
1625015400000,12.67
1625016000000,12.47
1625016600000,12.23
1625017200000,12.48
1625017800000,12.56
1625018400000,12.32
1625019000000,11.93
1625019600000,11.88
1625020200000,12.16
1625020800000,12.12
1625021400000,12.29
1625022000000,12.3
1625022600000,12.37
1625023200000,12.3
1625023800000,12.15
1625024400000,11.88
1625025000000,11.8
1625025600000,11.31
1625026200000,11.21
1625026800000,11.07
1625027400000,10.97
1625028000000,10.94
1625028600000,11.04
1625029200000,11.28
1625029800000,11.11
1625030400000,10.71
1625031000000,10.72
1625031600000,10.8
1625032200000,11.02
1625032800000,11.42
1625033400000,12.01
1625034000000,12.66
1625034600000,13.34
1625035200000,13.69
1625035800000,14.33
1625036400000,15.1
1625037000000,15.42
1625037600000,15.31
1625038200000,15.43
1625038800000,15.34
1625039400000,15.38
1625040000000,15.4
1625040600000,15.28
1625041200000,15.51
1625041800000,15.87
1625042400000,16.28
1625043000000,16.49
1625043600000,16.35
1625044200000,16.77
1625044800000,17.61
1625045400000,17.43
1625046000000,16.87
1625046600000,17.04
1625047200000,17.66
1625047800000,18.14
1625048400000,17.78
1625049000000,17.76
1625049600000,18.37
1625050200000,18
1625050800000,18.12
1625051400000,18.84
1625052000000,18.95
1625052600000,19.21
1625053200000,18.51
1625053800000,18.81
1625054400000,19.08
1625055000000,19.04
1625055600000,19.26
1625056200000,18.98
1625056800000,19.17
1625057400000,19.28
1625058000000,19.26
1625058600000,18.73
1625059200000,18.94
1625059800000,18.96
1625060400000,19.29
1625061000000,18.63
1625061600000,18.21
1625062200000,18.38
1625062800000,18.2
1625063400000,18.18
1625064000000,18.33
1625064600000,18.46
1625065200000,18.39
1625065800000,18.45
1625066400000,18.6
1625067000000,18.6
1625067600000,18.8
1625068200000,18.81
1625068800000,18.96
1625069400000,19.17
1625070000000,19
1625070600000,19.14
1625071200000,19.06
1625071800000,18.86
1625072400000,19.08
1625073000000,19.09
1625073600000,18.95
1625074200000,18.99
1625074800000,18.78
1625075400000,18.32
1625076000000,17.92
1625076600000,17.68
1625077200000,17.12
1625077800000,16.91
1625078400000,16.72
1625079000000,16.58
1625079600000,16.4
1625080200000,16.27
1625080800000,16.24
1625081400000,16.16
1625082000000,15.97
1625082600000,15.66
1625083200000,15.4
1625083800000,15.17
1625084400000,14.96
1625085000000,14.79
1625085600000,14.59
1625086200000,14.37
1625086800000,14.19
1625087400000,14.09
1625088000000,13.91
1625088600000,13.77
1625089200000,13.67
1625089800000,13.46
1625090400000,13.49
1625091000000,13.32
1625091600000,13.16
1625092200000,13.29
1625092800000,13.23
1625093400000,13.31
1625094000000,13.29
1625094600000,13.38
1625095200000,13.24
1625095800000,13.06
1625096400000,12.8
1625097000000,12.49
1625097600000,12.18
1625098200000,12.18
1625098800000,12.22
1625099400000,12.3
1625100000000,12.45
1625100600000,12.27
1625101200000,12.04
1625101800000,11.91
1625102400000,11.93
1625103000000,11.77
1625103600000,11.64
1625104200000,11.81
1625104800000,11.84
1625105400000,11.38
1625106000000,11.33
1625106600000,11.28
1625107200000,11.13
1625107800000,11.08
1625108400000,11.01
1625109000000,11.04
1625109600000,11.18
1625110200000,11.15
1625110800000,11.19
1625111400000,11.02
1625112000000,10.83
1625112600000,10.88
1625113200000,11.05
1625113800000,11.03
1625114400000,10.99
1625115000000,10.96
1625115600000,10.99
1625116200000,11.06
1625116800000,11.1
1625117400000,11.2
1625118000000,11.38
1625118600000,11.5
1625119200000,11.64
1625119800000,11.6
1625120400000,11.68
1625121000000,11.69
1625121600000,12.1
1625122200000,12.6
1625122800000,12.86
1625123400000,13.1
1625124000000,13.4
1625124600000,13.33
1625125200000,13.48
1625125800000,13.7
1625126400000,13.9
1625127000000,14.05
1625127600000,14.22
1625128200000,14.35
1625128800000,14.41
1625129400000,14.52
1625130000000,14.74
1625130600000,15.18
1625131200000,15.87
1625131800000,16.38
1625132400000,16.78
1625133000000,17.29
1625133600000,17.56
1625134200000,17.65
1625134800000,17.67
1625135400000,17.48
1625136000000,17.71
1625136600000,17.88
1625137200000,18.02
1625137800000,17.89
1625138400000,17.96
1625139000000,17.72
1625139600000,17.81
1625140200000,17.9
1625140800000,18.26
1625141400000,18.05
1625142000000,18.17
1625142600000,18.03
1625143200000,17.94
1625143800000,18.21
1625144400000,17.98
1625145000000,18.24
1625145600000,18.17
1625146200000,18.12
1625146800000,17.99
1625147400000,17.73
1625148000000,17.74
1625148600000,17.54
1625149200000,17.41
1625149800000,17.14
1625150400000,17.2
1625151000000,16.95
1625151600000,17.1
1625152200000,17.09
1625152800000,16.66
1625153400000,16.59
1625154000000,16.17
1625154600000,16.08
1625155200000,16.1
1625155800000,15.89
1625156400000,15.6
1625157000000,15.25
1625157600000,15.11
1625158200000,15.65
1625158800000,15.83
1625159400000,15.59
1625160000000,15.92
1625160600000,15.85
1625161200000,15.28
1625161800000,15.17
1625162400000,14.92
1625163000000,14.87
1625163600000,14.81
1625164200000,14.84
1625164800000,14.74
1625165400000,14.64
1625166000000,14.57
1625166600000,14.41
1625167200000,14.39
1625167800000,14.28
1625168400000,14.08
1625169000000,14.09
1625169600000,14.08
1625170200000,14.07
1625170800000,14.12
1625171400000,14.07
1625172000000,13.92
1625172600000,13.7
1625173200000,13.66
1625173800000,13.58
1625174400000,13.48
1625175000000,13.34
1625175600000,13.19
1625176200000,13.14
1625176800000,13.11
1625177400000,13
1625178000000,12.89
1625178600000,12.77
1625179200000,12.73
1625179800000,12.72
1625180400000,12.68
1625181000000,12.6
1625181600000,12.62
1625182200000,12.6
1625182800000,12.51
1625183400000,12.44
1625184000000,12.42
1625184600000,12.45
1625185200000,12.52
1625185800000,12.53
1625186400000,12.56
1625187000000,12.57
1625187600000,12.55
1625188200000,12.58
1625188800000,12.52
1625189400000,12.5
1625190000000,12.48
1625190600000,12.36
1625191200000,12.26
1625191800000,12.33
1625192400000,12.39
1625193000000,12.44
1625193600000,12.43
1625194200000,12.45
1625194800000,12.46
1625195400000,12.46
1625196000000,12.46
1625196600000,12.54
1625197200000,12.54
1625197800000,12.54
1625198400000,12.54
1625199000000,12.52
1625199600000,12.52
1625200200000,12.55
1625200800000,12.52
1625201400000,12.5
1625202000000,12.57
1625202600000,12.68
1625203200000,12.75
1625203800000,12.86
1625204400000,12.98
1625205000000,13.07
1625205600000,13.17
1625206200000,13.24
1625206800000,13.25
1625207400000,13.29
1625208000000,13.38
1625208600000,13.35
1625209200000,13.42
1625209800000,13.55
1625210400000,13.64
1625211000000,13.83
1625211600000,14
1625212200000,14.07
1625212800000,14.42
1625213400000,14.59
1625214000000,14.74
1625214600000,14.83
1625215200000,14.74
1625215800000,14.8
1625216400000,15.07
1625217000000,15.11
1625217600000,15.28
1625218200000,15.47
1625218800000,15.71
1625219400000,15.86
1625220000000,15.94
1625220600000,16.32
1625221200000,16.49
1625221800000,16.75
1625222400000,17.02
1625223000000,17.61
1625223600000,17.72
1625224200000,18.23
1625224800000,18.54
1625225400000,18.35
1625226000000,18.17
1625226600000,18.09
1625227200000,18.06
1625227800000,18.38
1625228400000,18.59
1625229000000,19.2
1625229600000,19.32
1625230200000,18.93
1625230800000,19.31
1625231400000,19.97
1625232000000,19.85
1625232600000,20.18
1625233200000,19.74
1625233800000,19.57
1625234400000,19.33
1625235000000,19.1
1625235600000,19.12
1625236200000,18.95
1625236800000,19.07
1625237400000,19.74
1625238000000,19.67
1625238600000,19.21
1625239200000,18.74
1625239800000,18.47
1625240400000,18.31
1625241000000,17.95
1625241600000,17.76
1625242200000,17.62
1625242800000,17.54
1625243400000,17.48
1625244000000,17.35
1625244600000,17.25
1625245200000,17.24
1625245800000,17.15
1625246400000,17.05
1625247000000,17.02
1625247600000,17
1625248200000,17.02
1625248800000,16.91
1625249400000,16.97
1625250000000,16.92
1625250600000,16.84
1625251200000,16.73
1625251800000,16.71
1625252400000,16.59
1625253000000,16.53
1625253600000,16.44
1625254200000,16.3
1625254800000,16.2
1625255400000,16.05
1625256000000,15.8
1625256600000,15.51
1625257200000,15.52
1625257800000,15.36
1625258400000,15.38
1625259000000,15.54
1625259600000,15.41
1625260200000,15.28
1625260800000,15.23
1625261400000,15.21
1625262000000,15.44
1625262600000,15.54
1625263200000,15.58
1625263800000,14.94
1625264400000,14.65
1625265000000,14.78
1625265600000,14.84
1625266200000,14.93
